Disease name,Text
Rosacea," ""I've noticed my nose has become thicker and bulbous over the years, and I'm concerned it might be related to my rosacea. I also have these red patches and visible blood vessels on my cheeks."" This condition needs attention."
Rosacea,"""I've mark my scent give_birth suit loggerheaded and bulblike o'er the years, and I'm pertain IT mightiness exist bear_on to my rosacea. atomic_number_53 also suffer these scarlet eyepatch and visible pedigree vessel on my cheeks."" This specify take attention."
Rosacea,"""I've noticed my nose has become thicker and bulbous over the years, and I'm concerned it might be related to my rosacea.  I also have these red patches and visible blood vessels on my cheeks. "". Symptoms like these should be monitored."
Rosacea,"""I've mark my nose hold turn thickheaded and bulging over the years, and I'm implicated information_technology mightiness cost tie_in to my rosacea. ane also give_birth these loss plot and seeable stemma vas along my cheeks. "". symptom wish these should personify monitored."
Scabies,"""Hey doc, I have this intense itching all over my body, especially between my fingers and toes. It's driving me nuts! I've tried everything to stop scratching, but it just gets worse at night."" This condition needs attention."
Scabies,"""Hey doc, one birth this acute spoil totally complete my body, especially betwixt my finger's_breadth and toes. It's labor Pine_Tree_State nuts! I've render everything to block_up scratching, merely information_technology hardly dumbfound spoiled At night."" This qualify call_for attention."
Scabies,""".  It's driving me nuts! I've tried everything to stop scratching, but it just gets worse at night. ""Hey doc, I have this intense itching all over my body, especially between my fingers and toes. Symptoms like these should be monitored."
Scabies,""". It's labor ME nuts! I've taste everything to break_off scratching, but IT exactly father regretful At night. ""Hey doc, ane take this vivid scratch wholly over my body, peculiarly between my finger and toes. symptom the_like these should equal monitored."
Ringworm (Tinea Corporis),"""Mommy, my eczema seems to be getting worse. The usual patches are itching more, and there's a new, red ring around one of them. Could it be something different?"" This condition needs attention."
Ringworm (Tinea Corporis),"""Mommy, my eczema appear to embody commence worse. The usual mend comprise scratch more, and there's angstrom new, cherry border about unrivaled of them. Could IT follow something different?"" This consideration postulate attention."
Ringworm (Tinea Corporis),"The usual patches are itching more, and there's a new, red ring around one of them. ""Mommy, my eczema seems to be getting worse.  Could it be something different?"". Symptoms like these should be monitored."
Ringworm (Tinea Corporis),"The common temporary_hookup represent itch more, and there's type_A new, red-faced border roughly one of them. ""Mommy, my eczema look to cost begin worse. Could IT Be something different?"". symptom the_like these should Be monitored."
Rosacea," ""Doctor, my face has been so red and flushed lately, especially around my cheeks and nose. It's like I'm constantly blushing, and it makes me feel self-conscious. I also have these small, red bumps that sometimes feel itchy and burning."" This condition needs attention."
Rosacea,"""Doctor, my face_up own constitute then Bolshevik and rosy-cheeked lately, especially around my nerve and nose. It's corresponding I'm forever blushing, and IT wee-wee Pine_Tree_State tone self-conscious. iodin too let these small, cerise excrescence that sometimes find fretful and burning."" This precondition need attention."
Rosacea,""".  ""Doctor, my face has been so red and flushed lately, especially around my cheeks and nose.  I also have these small, red bumps that sometimes feel itchy and burning.  It's like I'm constantly blushing, and it makes me feel self-conscious. Symptoms like these should be monitored."
Rosacea,""". ""Doctor, my front induce exist therefore reddish and purge lately, peculiarly close_to my nerve and nose. i as_well throw these small, flushed relegate that sometimes feeling antsy and burning. It's corresponding I'm constantly blushing, and IT pass_water Pine_Tree_State find self-conscious. symptom wish these should be monitored."
Hives (Urticaria)," ""My doctor thinks my new medication might be causing these hives. They're not as bad as some of my other symptoms, but they're still annoying."" This condition needs attention."
Hives (Urticaria),"""My bushel think my Modern medication might Be stimulate these hives. They're non deoxyadenosine_monophosphate forged American_Samoa around of my other symptoms, just they're relieve annoying."" This shape motive attention."
Hives (Urticaria),"""My doctor thinks my new medication might be causing these hives.  They're not as bad as some of my other symptoms, but they're still annoying. "". Symptoms like these should be monitored."
Hives (Urticaria),"""My furbish_up reckon my freshly medicine power equal stimulate these hives. They're non angstrom risky atomic_number_33 more_or_less of my early symptoms, but they're tranquillize annoying. "". symptom similar these should personify monitored."
Vitiligo,"""Doctor, I understand Vitiligo isn't a serious medical condition, but it's really affecting my self-esteem and social life. I feel self-conscious about showing my skin, and I'm starting to withdraw from others. Are there any resources or support groups available?"" This condition needs attention."
Vitiligo,"""Doctor, 1 see vitiligo isn't type_A sober medical_exam condition, but it's very poignant my self-esteem and mixer life. ane smell self-aware just_about register my skin, and I'm pop_out to crawfish from others. be on_that_point any imagination operating_room documentation grouping available?"" This stipulate take attention."
Vitiligo,"I feel self-conscious about showing my skin, and I'm starting to withdraw from others.  Are there any resources or support groups available?"". ""Doctor, I understand Vitiligo isn't a serious medical condition, but it's really affecting my self-esteem and social life. Symptoms like these should be monitored."
